Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
114.87,0.84,-1.07,1.81,-0.77,-1.39,-0.25,1.14
114.909,0.59,-1.04,1.2,-0.87,-1.26,-0.02,1.2
114.948,0.35,-1.04,0.62,-0.9,-1.06,0.26,1.19
114.988,0.11,-1.01,0.28,-0.88,-0.85,0.6,1.13
115.027,-0.1,-0.97,0.03,-0.84,-0.65,0.92,1.03
115.066,-0.3,-0.88,-0.17,-0.78,-0.48,1.18,0.9
115.106,-0.48,-0.74,-0.25,-0.74,-0.35,1.33,0.72
115.145,-0.65,-0.5,-0.3,-0.71,-0.27,1.34,0.53
115.184,-0.81,-0.19,-0.34,-0.65,-0.2,1.28,0.34
115.223,-0.94,0.2,-0.41,-0.58,-0.15,1.13,0.17
115.263,-1.05,0.57,-0.46,-0.54,-0.07,0.95,0.01
115.302,-1.14,0.89,-0.5,-0.56,0.05,0.76,-0.15
115.341,-1.2,1.17,-0.53,-0.62,0.21,0.6,-0.33
115.381,-1.23,1.4,-0.6,-0.68,0.46,0.49,-0.52
115.42,-1.19,1.53,-0.72,-0.68,0.76,0.39,-0.75
115.459,-1.07,1.56,-0.89,-0.6,1.1,0.31,-0.96
115.499,-0.88,1.5,-1.06,-0.45,1.36,0.18,-1.15
115.538,-0.66,1.4,-1.17,-0.26,1.5,-0.01,-1.31
115.577,-0.44,1.29,-1.23,-0.07,1.54,-0.26,-1.38
115.617,-0.2,1.15,-1.21,0.15,1.47,-0.52,-1.39
115.656,0.03,0.92,-1.13,0.43,1.35,-0.75,-1.32
115.695,0.28,0.61,-1.03,0.82,1.19,-0.94,-1.16
115.735,0.51,0.26,-0.89,1.26,0.98,-1.08,-0.93
115.774,0.71,-0.07,-0.69,1.64,0.7,-1.15,-0.64
115.813,0.86,-0.35,-0.4,1.88,0.34,-1.16,-0.32
115.852,0.99,-0.59,-0.04,1.93,-0.03,-1.1,-0.02
115.892,1.09,-0.77,0.4,1.77,-0.41,-1.01,0.25
115.931,1.17,-0.91,0.88,1.34,-0.76,-0.89,0.46
115.97,1.23,-1.01,1.41,0.73,-1.05,-0.76,0.64
116.01,1.25,-1.06,1.91,0.15,-1.28,-0.65,0.78
116.049,1.2,-1.07,2.22,-0.22,-1.41,-0.54,0.92
116.088,1.07,-1.08,2.21,-0.51,-1.46,-0.43,1.05
116.128,0.87,-1.07,1.86,-0.75,-1.4,-0.27,1.17
116.167,0.62,-1.06,1.28,-0.88,-1.27,-0.05,1.2
116.206,0.37,-1.04,0.67,-0.91,-1.08,0.24,1.19
116.246,0.14,-1.03,0.31,-0.89,-0.87,0.57,1.14
116.285,-0.09,-0.98,0.05,-0.84,-0.66,0.9,1.04
116.324,-0.27,-0.9,-0.15,-0.78,-0.49,1.16,0.9
116.364,-0.46,-0.76,-0.23,-0.75,-0.35,1.32,0.72
116.403,-0.64,-0.54,-0.28,-0.72,-0.27,1.35,0.54
116.442,-0.8,-0.23,-0.33,-0.66,-0.21,1.28,0.36
116.481,-0.93,0.14,-0.4,-0.59,-0.15,1.14,0.19
116.521,-1.04,0.51,-0.44,-0.54,-0.08,0.96,0.03
116.56,-1.12,0.85,-0.49,-0.56,0.04,0.77,-0.13
116.599,-1.19,1.12,-0.52,-0.62,0.19,0.62,-0.31
116.639,-1.23,1.36,-0.6,-0.67,0.43,0.5,-0.51
116.678,-1.2,1.52,-0.71,-0.68,0.74,0.42,-0.73
116.717,-1.09,1.56,-0.86,-0.6,1.05,0.33,-0.95
116.757,-0.92,1.51,-1.04,-0.46,1.34,0.19,-1.14
116.796,-0.71,1.42,-1.17,-0.28,1.49,-0.01,-1.29
116.835,-0.46,1.32,-1.23,-0.09,1.53,-0.25,-1.38
116.875,-0.23,1.17,-1.21,0.12,1.48,-0.51,-1.39
116.914,0.01,0.94,-1.14,0.39,1.36,-0.73,-1.32
116.953,0.25,0.63,-1.03,0.76,1.21,-0.92,-1.16
116.993,0.48,0.29,-0.91,1.2,1.02,-1.05,-0.94
117.032,0.69,-0.03,-0.72,1.59,0.75,-1.14,-0.65
117.071,0.85,-0.32,-0.43,1.85,0.4,-1.15,-0.35
117.11,0.97,-0.56,-0.08,1.93,0.0,-1.1,-0.04
117.15,1.07,-0.76,0.34,1.81,-0.37,-1.01,0.21
117.189,1.16,-0.9,0.82,1.41,-0.72,-0.89,0.43
117.228,1.23,-1.0,1.36,0.8,-1.04,-0.76,0.61
117.268,1.24,-1.06,1.85,0.21,-1.27,-0.66,0.77
117.307,1.21,-1.08,2.18,-0.18,-1.41,-0.57,0.91
117.346,1.09,-1.08,2.22,-0.48,-1.46,-0.45,1.05
117.386,0.89,-1.07,1.91,-0.73,-1.41,-0.29,1.17
117.425,0.64,-1.06,1.36,-0.86,-1.28,-0.08,1.22
117.464,0.39,-1.04,0.74,-0.9,-1.1,0.2,1.2
117.504,0.15,-1.03,0.33,-0.89,-0.9,0.54,1.14
117.543,-0.06,-1.0,0.09,-0.84,-0.68,0.87,1.04
117.582,-0.26,-0.92,-0.12,-0.78,-0.5,1.15,0.91
117.622,-0.44,-0.78,-0.22,-0.75,-0.37,1.32,0.73
117.661,-0.63,-0.56,-0.28,-0.72,-0.28,1.35,0.55
117.7,-0.78,-0.26,-0.32,-0.66,-0.22,1.3,0.36
117.739,-0.92,0.1,-0.39,-0.59,-0.17,1.15,0.2
117.779,-1.02,0.47,-0.44,-0.54,-0.09,0.96,0.04
117.818,-1.11,0.81,-0.49,-0.55,0.01,0.79,-0.12
117.857,-1.19,1.1,-0.52,-0.61,0.18,0.63,-0.29
117.897,-1.23,1.34,-0.58,-0.67,0.41,0.51,-0.49
117.936,-1.21,1.51,-0.69,-0.68,0.7,0.44,-0.7
117.975,-1.12,1.54,-0.85,-0.61,1.02,0.35,-0.93
118.015,-0.94,1.52,-1.03,-0.48,1.31,0.22,-1.14
118.054,-0.73,1.44,-1.16,-0.3,1.48,0.03,-1.29
118.093,-0.5,1.33,-1.24,-0.12,1.52,-0.22,-1.38
118.133,-0.26,1.18,-1.22,0.08,1.48,-0.48,-1.39
118.172,-0.03,0.98,-1.14,0.34,1.39,-0.71,-1.32
118.211,0.22,0.67,-1.04,0.71,1.25,-0.91,-1.17
118.251,0.44,0.33,-0.92,1.15,1.05,-1.05,-0.95
118.29,0.66,-0.01,-0.74,1.55,0.79,-1.13,-0.68
118.329,0.83,-0.29,-0.48,1.82,0.44,-1.14,-0.37
118.368,0.97,-0.54,-0.11,1.93,0.06,-1.1,-0.07
118.408,1.07,-0.73,0.28,1.84,-0.33,-1.01,0.19
118.447,1.16,-0.89,0.76,1.48,-0.68,-0.89,0.4
118.486,1.21,-0.98,1.28,0.89,-0.99,-0.78,0.58
118.526,1.24,-1.04,1.79,0.27,-1.25,-0.67,0.74
118.565,1.21,-1.07,2.15,-0.15,-1.4,-0.58,0.91
118.604,1.11,-1.08,2.23,-0.45,-1.46,-0.47,1.06
118.644,0.91,-1.07,1.97,-0.71,-1.41,-0.33,1.17
118.683,0.66,-1.07,1.43,-0.85,-1.31,-0.12,1.22
118.722,0.41,-1.06,0.82,-0.9,-1.12,0.16,1.22
118.762,0.17,-1.04,0.37,-0.9,-0.91,0.49,1.16
118.801,-0.04,-1.01,0.12,-0.85,-0.7,0.83,1.05
118.84,-0.24,-0.94,-0.1,-0.79,-0.52,1.13,0.91
118.879,-0.41,-0.8,-0.21,-0.75,-0.38,1.31,0.74
118.919,-0.6,-0.6,-0.26,-0.72,-0.29,1.35,0.56
118.958,-0.77,-0.31,-0.32,-0.67,-0.22,1.32,0.39
118.997,-0.91,0.06,-0.38,-0.6,-0.17,1.16,0.22
119.037,-1.01,0.44,-0.43,-0.55,-0.1,0.99,0.07
119.076,-1.11,0.76,-0.49,-0.55,0.0,0.8,-0.09
119.115,-1.18,1.06,-0.51,-0.6,0.15,0.65,-0.26
119.155,-1.22,1.3,-0.57,-0.67,0.37,0.54,-0.45
119.194,-1.21,1.48,-0.68,-0.69,0.65,0.45,-0.68
119.233,-1.14,1.54,-0.83,-0.62,0.98,0.37,-0.91
119.273,-0.97,1.52,-1.01,-0.49,1.27,0.24,-1.12
119.312,-0.77,1.45,-1.16,-0.31,1.47,0.04,-1.27
119.351,-0.53,1.34,-1.24,-0.13,1.52,-0.2,-1.36
119.391,-0.3,1.22,-1.22,0.06,1.48,-0.46,-1.39
119.43,-0.06,1.0,-1.16,0.3,1.4,-0.69,-1.32
119.469,0.18,0.71,-1.06,0.66,1.27,-0.89,-1.17
119.508,0.42,0.36,-0.94,1.08,1.1,-1.02,-0.97
119.548,0.63,0.03,-0.76,1.5,0.83,-1.1,-0.7
119.587,0.8,-0.26,-0.51,1.8,0.49,-1.13,-0.41
119.626,0.94,-0.5,-0.17,1.93,0.11,-1.09,-0.11
119.666,1.06,-0.71,0.23,1.87,-0.28,-1.01,0.15
119.705,1.14,-0.88,0.69,1.55,-0.64,-0.9,0.36
119.744,1.21,-0.97,1.21,0.97,-0.97,-0.79,0.55
119.784,1.24,-1.04,1.72,0.35,-1.22,-0.69,0.72
119.823,1.23,-1.08,2.12,-0.1,-1.39,-0.6,0.88
119.862,1.12,-1.08,2.24,-0.4,-1.46,-0.51,1.04
119.902,0.92,-1.08,2.02,-0.67,-1.43,-0.35,1.16
119.941,0.69,-1.07,1.5,-0.84,-1.32,-0.15,1.23
119.98,0.42,-1.06,0.88,-0.9,-1.13,0.12,1.23
120.02,0.19,-1.04,0.42,-0.9,-0.93,0.45,1.17
120.059,-0.03,-1.02,0.15,-0.85,-0.72,0.79,1.06
120.098,-0.23,-0.95,-0.09,-0.79,-0.54,1.09,0.93
120.137,-0.4,-0.83,-0.21,-0.75,-0.41,1.3,0.77
120.177,-0.59,-0.63,-0.27,-0.72,-0.3,1.37,0.58
120.216,-0.75,-0.35,-0.32,-0.68,-0.23,1.33,0.41
120.255,-0.89,0.02,-0.37,-0.61,-0.19,1.19,0.25
120.295,-1.0,0.39,-0.43,-0.55,-0.12,1.01,0.09
120.334,-1.09,0.74,-0.47,-0.54,-0.01,0.82,-0.06
120.373,-1.18,1.03,-0.5,-0.6,0.13,0.67,-0.23
120.413,-1.22,1.28,-0.55,-0.66,0.35,0.56,-0.42
120.452,-1.22,1.47,-0.65,-0.69,0.63,0.48,-0.65
120.491,-1.14,1.54,-0.81,-0.63,0.95,0.39,-0.88
120.531,-0.99,1.52,-0.99,-0.51,1.24,0.27,-1.09
120.57,-0.79,1.46,-1.15,-0.34,1.45,0.07,-1.26
120.609,-0.56,1.36,-1.23,-0.17,1.52,-0.18,-1.36
120.649,-0.33,1.23,-1.24,0.03,1.49,-0.43,-1.39
120.688,-0.09,1.04,-1.16,0.27,1.42,-0.66,-1.33
120.727,0.15,0.75,-1.06,0.6,1.29,-0.86,-1.19
120.766,0.38,0.41,-0.95,1.02,1.12,-1.01,-0.99
120.806,0.6,0.08,-0.79,1.45,0.88,-1.09,-0.71
120.845,0.78,-0.23,-0.54,1.76,0.55,-1.11,-0.43
120.884,0.93,-0.48,-0.21,1.92,0.16,-1.08,-0.15
120.924,1.06,-0.68,0.19,1.89,-0.22,-1.01,0.11
120.963,1.13,-0.85,0.63,1.62,-0.58,-0.9,0.33
121.002,1.19,-0.97,1.14,1.07,-0.91,-0.8,0.52
121.042,1.24,-1.04,1.65,0.44,-1.18,-0.7,0.69
121.081,1.23,-1.07,2.07,-0.04,-1.36,-0.61,0.86
121.12,1.13,-1.08,2.24,-0.36,-1.45,-0.52,1.04
121.16,0.94,-1.07,2.07,-0.65,-1.43,-0.4,1.17
121.199,0.7,-1.07,1.59,-0.83,-1.34,-0.19,1.22
121.238,0.45,-1.07,0.97,-0.9,-1.18,0.09,1.24
121.278,0.22,-1.06,0.46,-0.9,-0.97,0.41,1.17
121.317,0.0,-1.03,0.19,-0.87,-0.75,0.75,1.09
121.356,-0.2,-0.96,-0.05,-0.81,-0.56,1.07,0.94
121.395,-0.39,-0.84,-0.19,-0.76,-0.41,1.28,0.78
121.435,-0.57,-0.65,-0.25,-0.72,-0.3,1.37,0.6
121.474,-0.73,-0.38,-0.31,-0.68,-0.23,1.33,0.42
121.513,-0.87,-0.03,-0.37,-0.62,-0.2,1.2,0.27
121.553,-0.99,0.33,-0.42,-0.56,-0.13,1.03,0.11
121.592,-1.08,0.68,-0.47,-0.55,-0.03,0.84,-0.04
121.631,-1.16,0.98,-0.5,-0.59,0.11,0.68,-0.19
121.671,-1.21,1.24,-0.55,-0.66,0.32,0.57,-0.39
121.71,-1.23,1.45,-0.64,-0.69,0.6,0.49,-0.62
121.749,-1.16,1.54,-0.8,-0.65,0.9,0.41,-0.86
121.789,-1.01,1.53,-0.97,-0.53,1.2,0.29,-1.07
121.828,-0.82,1.47,-1.13,-0.36,1.42,0.1,-1.25
121.867,-0.6,1.38,-1.23,-0.18,1.52,-0.14,-1.35
121.907,-0.36,1.26,-1.24,0.0,1.5,-0.39,-1.39
121.946,-0.12,1.08,-1.17,0.24,1.43,-0.64,-1.34
121.985,0.12,0.8,-1.07,0.55,1.32,-0.83,-1.21
122.024,0.36,0.45,-0.96,0.96,1.16,-0.98,-1.01
122.064,0.58,0.11,-0.81,1.39,0.92,-1.08,-0.75
122.103,0.77,-0.2,-0.59,1.73,0.61,-1.11,-0.46
122.142,0.91,-0.45,-0.27,1.91,0.22,-1.09,-0.19
122.182,1.04,-0.66,0.12,1.92,-0.17,-1.02,0.06
122.221,1.13,-0.84,0.56,1.67,-0.55,-0.9,0.28
122.26,1.19,-0.96,1.06,1.15,-0.87,-0.8,0.47
122.3,1.24,-1.03,1.58,0.53,-1.15,-0.71,0.66
122.339,1.23,-1.07,2.03,0.01,-1.34,-0.64,0.84
122.378,1.14,-1.09,2.24,-0.31,-1.45,-0.54,1.01
122.418,0.98,-1.08,2.12,-0.6,-1.45,-0.41,1.16
122.457,0.73,-1.07,1.69,-0.8,-1.35,-0.22,1.23
122.496,0.49,-1.06,1.06,-0.89,-1.19,0.04,1.24
122.536,0.24,-1.04,0.52,-0.91,-0.99,0.36,1.19
122.575,0.02,-1.03,0.23,-0.88,-0.78,0.7,1.1
122.614,-0.18,-0.97,-0.02,-0.82,-0.58,1.02,0.96
122.653,-0.37,-0.86,-0.19,-0.76,-0.44,1.26,0.8
122.693,-0.54,-0.68,-0.26,-0.72,-0.33,1.35,0.61
122.732,-0.72,-0.42,-0.31,-0.69,-0.26,1.34,0.43
122.771,-0.87,-0.08,-0.36,-0.63,-0.2,1.22,0.28
122.811,-0.98,0.29,-0.42,-0.57,-0.14,1.06,0.13
122.85,-1.08,0.65,-0.46,-0.54,-0.06,0.87,0.0
122.889,-1.16,0.94,-0.5,-0.58,0.08,0.7,-0.17
122.929,-1.22,1.2,-0.54,-0.65,0.28,0.58,-0.36
122.968,-1.23,1.44,-0.62,-0.69,0.55,0.51,-0.58
123.007,-1.18,1.53,-0.76,-0.66,0.85,0.44,-0.81
123.047,-1.05,1.56,-0.94,-0.55,1.16,0.31,-1.04
123.086,-0.85,1.48,-1.11,-0.39,1.39,0.13,-1.22
123.125,-0.63,1.39,-1.22,-0.21,1.5,-0.1,-1.34
123.164,-0.38,1.28,-1.24,-0.03,1.5,-0.35,-1.39
123.204,-0.15,1.1,-1.18,0.19,1.45,-0.6,-1.34
123.243,0.08,0.83,-1.08,0.5,1.33,-0.8,-1.22
123.282,0.32,0.5,-0.97,0.9,1.18,-0.96,-1.03
123.322,0.55,0.15,-0.83,1.33,0.96,-1.08,-0.78
123.361,0.75,-0.15,-0.62,1.68,0.65,-1.11,-0.5
123.4,0.9,-0.43,-0.31,1.88,0.28,-1.09,-0.23
123.44,1.03,-0.65,0.06,1.92,-0.1,-1.02,0.03
123.479,1.12,-0.83,0.51,1.73,-0.48,-0.91,0.25
123.518,1.18,-0.95,0.99,1.26,-0.82,-0.82,0.43
123.558,1.24,-1.03,1.5,0.64,-1.1,-0.73,0.62
123.597,1.23,-1.08,1.96,0.08,-1.32,-0.65,0.81
123.636,1.16,-1.09,2.23,-0.26,-1.43,-0.57,1.0
123.676,1.0,-1.08,2.16,-0.56,-1.46,-0.45,1.14
123.715,0.77,-1.08,1.78,-0.78,-1.38,-0.27,1.24
123.754,0.51,-1.07,1.15,-0.88,-1.22,-0.01,1.25
123.793,0.26,-1.06,0.58,-0.91,-1.03,0.3,1.2
123.833,0.04,-1.03,0.25,-0.89,-0.82,0.65,1.11
123.872,-0.16,-0.97,0.02,-0.83,-0.62,0.99,0.98
123.911,-0.34,-0.88,-0.16,-0.77,-0.45,1.24,0.81
123.951,-0.52,-0.71,-0.25,-0.72,-0.34,1.35,0.62
123.99,-0.7,-0.45,-0.3,-0.69,-0.26,1.34,0.46
124.029,-0.84,-0.13,-0.36,-0.65,-0.21,1.25,0.29
124.069,-0.95,0.24,-0.4,-0.59,-0.15,1.08,0.15
124.108,-1.06,0.61,-0.46,-0.56,-0.07,0.9,0.01
124.147,-1.15,0.91,-0.49,-0.58,0.06,0.74,-0.15
124.187,-1.21,1.17,-0.53,-0.65,0.25,0.61,-0.33
124.226,-1.25,1.4,-0.62,-0.69,0.5,0.52,-0.55
124.265,-1.19,1.53,-0.74,-0.67,0.81,0.45,-0.77
124.305,-1.07,1.54,-0.92,-0.57,1.12,0.33,-1.01
124.344,-0.88,1.5,-1.1,-0.42,1.36,0.17,-1.2
124.383,-0.66,1.4,-1.22,-0.24,1.49,-0.07,-1.32
124.422,-0.41,1.3,-1.25,-0.06,1.5,-0.32,-1.38
124.462,-0.18,1.14,-1.2,0.16,1.45,-0.56,-1.35
124.501,0.07,0.88,-1.11,0.44,1.34,-0.77,-1.23
124.54,0.3,0.55,-1.0,0.83,1.2,-0.94,-1.04
124.58,0.52,0.2,-0.86,1.26,1.0,-1.05,-0.81
124.619,0.73,-0.12,-0.65,1.62,0.71,-1.1,-0.54
124.658,0.89,-0.41,-0.37,1.86,0.34,-1.09,-0.26
124.698,1.01,-0.62,0.01,1.93,-0.03,-1.03,-0.02
124.737,1.11,-0.82,0.44,1.78,-0.42,-0.94,0.2
124.776,1.18,-0.94,0.9,1.35,-0.77,-0.84,0.4
124.816,1.23,-1.03,1.42,0.74,-1.06,-0.75,0.6
124.855,1.24,-1.08,1.91,0.17,-1.29,-0.66,0.79
124.894,1.18,-1.09,2.21,-0.2,-1.42,-0.58,0.98
124.934,1.01,-1.08,2.2,-0.51,-1.45,-0.46,1.14
124.973,0.8,-1.08,1.85,-0.75,-1.39,-0.29,1.23
125.012,0.53,-1.07,1.27,-0.87,-1.25,-0.06,1.25
125.051,0.29,-1.07,0.66,-0.91,-1.06,0.24,1.22
125.091,0.07,-1.03,0.3,-0.9,-0.85,0.58,1.13
125.13,-0.15,-0.98,0.05,-0.84,-0.65,0.92,1.0
125.169,-0.33,-0.89,-0.16,-0.78,-0.49,1.2,0.84
125.209,-0.51,-0.74,-0.25,-0.73,-0.35,1.33,0.65
125.248,-0.67,-0.5,-0.32,-0.7,-0.28,1.35,0.47
125.287,-0.82,-0.17,-0.36,-0.66,-0.21,1.27,0.32
125.327,-0.94,0.21,-0.41,-0.6,-0.16,1.12,0.16
125.366,-1.06,0.56,-0.44,-0.55,-0.08,0.93,0.03
125.405,-1.14,0.87,-0.49,-0.57,0.04,0.76,-0.11
125.445,-1.21,1.15,-0.53,-0.63,0.21,0.63,-0.29
125.484,-1.23,1.38,-0.6,-0.69,0.46,0.55,-0.5
125.523,-1.19,1.52,-0.72,-0.68,0.76,0.48,-0.74
125.563,-1.08,1.56,-0.89,-0.6,1.06,0.37,-0.97
125.602,-0.91,1.51,-1.06,-0.45,1.33,0.2,-1.17
125.641,-0.68,1.42,-1.21,-0.26,1.48,-0.01,-1.32
125.68,-0.45,1.32,-1.25,-0.08,1.52,-0.27,-1.38
125.72,-0.2,1.16,-1.21,0.12,1.47,-0.52,-1.36
125.759,0.03,0.92,-1.12,0.39,1.36,-0.73,-1.27
125.798,0.28,0.59,-1.01,0.76,1.22,-0.92,-1.08
125.838,0.5,0.24,-0.89,1.18,1.03,-1.04,-0.84
125.877,0.71,-0.09,-0.7,1.57,0.76,-1.1,-0.57
125.916,0.86,-0.36,-0.41,1.83,0.41,-1.1,-0.31
125.956,1.0,-0.6,-0.05,1.93,0.02,-1.04,-0.06
125.995,1.1,-0.79,0.36,1.82,-0.35,-0.95,0.16
126.034,1.17,-0.92,0.83,1.45,-0.7,-0.85,0.36
126.074,1.21,-1.02,1.35,0.86,-1.0,-0.77,0.56
126.113,1.24,-1.07,1.84,0.26,-1.25,-0.69,0.77
126.152,1.18,-1.1,2.18,-0.14,-1.4,-0.61,0.96
126.192,1.05,-1.09,2.22,-0.45,-1.46,-0.51,1.12
126.231,0.83,-1.08,1.94,-0.72,-1.41,-0.34,1.23
126.27,0.57,-1.07,1.37,-0.86,-1.28,-0.1,1.26
126.309,0.32,-1.07,0.75,-0.91,-1.1,0.19,1.23
126.349,0.09,-1.04,0.34,-0.91,-0.89,0.52,1.14
126.388,-0.12,-1.0,0.09,-0.85,-0.68,0.86,1.01
126.427,-0.3,-0.9,-0.13,-0.79,-0.5,1.15,0.86
126.467,-0.48,-0.76,-0.25,-0.74,-0.37,1.32,0.67
126.506,-0.65,-0.53,-0.3,-0.71,-0.28,1.35,0.49
126.545,-0.81,-0.21,-0.36,-0.66,-0.22,1.3,0.33
126.585,-0.93,0.15,-0.4,-0.6,-0.17,1.15,0.2
126.624,-1.05,0.51,-0.46,-0.56,-0.1,0.96,0.06
126.663,-1.13,0.82,-0.49,-0.57,0.01,0.8,-0.07
126.703,-1.2,1.11,-0.52,-0.62,0.18,0.65,-0.25
126.742,-1.23,1.35,-0.58,-0.68,0.41,0.56,-0.46
126.781,-1.2,1.51,-0.7,-0.69,0.7,0.49,-0.7
126.821,-1.11,1.56,-0.86,-0.62,1.02,0.38,-0.94
126.86,-0.93,1.52,-1.04,-0.47,1.29,0.24,-1.14
126.899,-0.72,1.44,-1.2,-0.29,1.47,0.03,-1.29
126.938,-0.48,1.35,-1.25,-0.11,1.52,-0.22,-1.38
126.978,-0.24,1.21,-1.22,0.09,1.48,-0.47,-1.36
127.017,0.01,0.95,-1.13,0.34,1.39,-0.7,-1.27
127.056,0.24,0.64,-1.03,0.69,1.25,-0.89,-1.1
127.096,0.48,0.29,-0.9,1.11,1.07,-1.03,-0.89
127.135,0.69,-0.04,-0.73,1.51,0.82,-1.1,-0.62
127.174,0.85,-0.33,-0.47,1.79,0.48,-1.1,-0.36
127.214,0.99,-0.57,-0.12,1.93,0.11,-1.05,-0.1
127.253,1.09,-0.77,0.3,1.86,-0.28,-0.97,0.11
127.292,1.16,-0.92,0.75,1.53,-0.64,-0.86,0.33
127.332,1.21,-1.02,1.27,0.97,-0.96,-0.78,0.52
127.371,1.24,-1.08,1.79,0.36,-1.21,-0.7,0.72
127.41,1.2,-1.1,2.16,-0.08,-1.38,-0.63,0.92
127.45,1.07,-1.1,2.24,-0.4,-1.46,-0.52,1.1
127.489,0.86,-1.08,2.01,-0.69,-1.42,-0.37,1.22
127.528,0.6,-1.07,1.47,-0.84,-1.31,-0.14,1.25
127.567,0.35,-1.07,0.84,-0.91,-1.13,0.13,1.24
127.607,0.11,-1.04,0.38,-0.91,-0.93,0.46,1.17
127.646,-0.09,-1.0,0.13,-0.87,-0.72,0.79,1.05
127.685,-0.27,-0.92,-0.11,-0.8,-0.55,1.08,0.88
127.725,-0.45,-0.78,-0.25,-0.75,-0.41,1.3,0.71
127.764,-0.63,-0.56,-0.31,-0.72,-0.3,1.37,0.52
127.803,-0.78,-0.26,-0.36,-0.67,-0.23,1.32,0.35
127.843,-0.93,0.11,-0.4,-0.61,-0.17,1.18,0.21
127.882,-1.04,0.47,-0.46,-0.56,-0.1,1.0,0.08
127.921,-1.13,0.8,-0.49,-0.56,-0.01,0.82,-0.05
127.961,-1.19,1.08,-0.52,-0.61,0.15,0.68,-0.2
128.0,-1.23,1.33,-0.58,-0.67,0.36,0.58,-0.42
128.039,-1.21,1.51,-0.68,-0.7,0.64,0.5,-0.65
128.079,-1.12,1.56,-0.83,-0.65,0.96,0.42,-0.89
128.118,-0.95,1.52,-1.02,-0.51,1.25,0.27,-1.1
128.157,-0.74,1.45,-1.17,-0.34,1.45,0.07,-1.27
128.196,-0.5,1.36,-1.25,-0.15,1.52,-0.18,-1.36
128.236,-0.26,1.23,-1.23,0.05,1.48,-0.43,-1.38
128.275,-0.03,1.0,-1.15,0.3,1.4,-0.66,-1.29
128.314,0.22,0.69,-1.04,0.63,1.26,-0.86,-1.14
128.354,0.45,0.33,-0.92,1.04,1.1,-1.01,-0.93
128.393,0.66,0.0,-0.75,1.45,0.85,-1.1,-0.67
128.432,0.84,-0.3,-0.51,1.75,0.54,-1.11,-0.41
128.472,0.97,-0.54,-0.17,1.91,0.16,-1.08,-0.16
128.511,1.07,-0.74,0.23,1.88,-0.22,-0.99,0.08
128.55,1.16,-0.9,0.69,1.61,-0.57,-0.89,0.28
128.59,1.21,-1.01,1.2,1.08,-0.9,-0.79,0.47
128.629,1.24,-1.08,1.72,0.46,-1.17,-0.71,0.67
128.668,1.2,-1.1,2.12,-0.02,-1.35,-0.64,0.88
128.707,1.1,-1.09,2.25,-0.34,-1.43,-0.54,1.07
128.747,0.89,-1.08,2.06,-0.64,-1.43,-0.4,1.2
128.786,0.64,-1.07,1.58,-0.83,-1.33,-0.19,1.26
128.825,0.38,-1.07,0.93,-0.91,-1.18,0.09,1.24
128.865,0.15,-1.03,0.44,-0.92,-0.98,0.39,1.18
128.904,-0.06,-1.0,0.16,-0.88,-0.76,0.71,1.06
128.943,-0.25,-0.92,-0.08,-0.81,-0.58,1.02,0.91
128.983,-0.43,-0.79,-0.23,-0.76,-0.43,1.26,0.73
129.022,-0.6,-0.6,-0.31,-0.72,-0.31,1.35,0.55
129.061,-0.77,-0.31,-0.34,-0.69,-0.24,1.33,0.39
129.101,-0.91,0.05,-0.4,-0.63,-0.19,1.21,0.23
129.14,-1.01,0.42,-0.44,-0.58,-0.13,1.05,0.11
129.179,-1.11,0.76,-0.48,-0.56,-0.02,0.87,-0.03
129.219,-1.19,1.05,-0.51,-0.6,0.12,0.71,-0.18
129.258,-1.22,1.3,-0.57,-0.67,0.32,0.61,-0.37
129.297,-1.21,1.48,-0.67,-0.7,0.6,0.52,-0.61
129.336,-1.14,1.56,-0.81,-0.66,0.91,0.43,-0.84
129.376,-0.99,1.53,-0.99,-0.54,1.2,0.29,-1.08
129.415,-0.77,1.46,-1.15,-0.36,1.42,0.11,-1.26
129.454,-0.53,1.38,-1.24,-0.18,1.52,-0.13,-1.35
129.494,-0.3,1.26,-1.24,0.02,1.5,-0.38,-1.38
129.533,-0.04,1.05,-1.16,0.26,1.41,-0.61,-1.32
129.572,0.19,0.74,-1.06,0.57,1.28,-0.83,-1.17
129.612,0.43,0.39,-0.94,0.97,1.12,-0.99,-0.96
129.651,0.65,0.04,-0.79,1.39,0.9,-1.09,-0.73
129.69,0.82,-0.26,-0.55,1.71,0.6,-1.13,-0.45
129.73,0.96,-0.51,-0.22,1.89,0.22,-1.09,-0.19
129.769,1.07,-0.73,0.16,1.89,-0.15,-1.01,0.03
129.808,1.16,-0.89,0.62,1.67,-0.5,-0.9,0.25
129.848,1.2,-1.01,1.12,1.18,-0.84,-0.8,0.43
129.887,1.25,-1.08,1.67,0.56,-1.13,-0.72,0.64
129.926,1.23,-1.12,2.09,0.05,-1.33,-0.65,0.85
129.965,1.13,-1.1,2.25,-0.28,-1.43,-0.56,1.04
130.005,0.93,-1.08,2.12,-0.59,-1.45,-0.43,1.18
130.044,0.68,-1.07,1.67,-0.8,-1.35,-0.24,1.25
130.083,0.41,-1.07,1.02,-0.9,-1.2,0.03,1.25
