Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
70.88,0.43,-0.32,-0.54,2.27,-0.39,1.24,-0.06
70.919,0.53,-0.46,-0.58,2.27,-0.44,1.27,-0.06
70.958,0.6,-0.59,-0.63,2.03,-0.49,1.24,-0.07
70.997,0.68,-0.7,-0.65,1.6,-0.54,1.13,-0.07
71.037,0.73,-0.79,-0.68,1.09,-0.58,0.98,-0.05
71.076,0.79,-0.87,-0.72,0.63,-0.61,0.74,-0.03
71.115,0.85,-0.9,-0.76,0.32,-0.63,0.42,0.0
71.155,0.91,-0.93,-0.82,0.08,-0.64,0.06,0.01
71.194,0.97,-0.93,-0.88,-0.1,-0.64,-0.32,0.02
71.233,1.0,-0.93,-0.94,-0.14,-0.63,-0.66,0.0
71.273,1.03,-0.95,-0.99,-0.1,-0.62,-0.95,-0.03
71.312,1.04,-0.96,-1.04,-0.04,-0.58,-1.14,-0.05
71.351,1.02,-0.97,-1.05,0.02,-0.55,-1.22,-0.07
71.391,0.96,-0.99,-1.05,0.09,-0.49,-1.22,-0.09
71.43,0.87,-0.97,-0.99,0.16,-0.42,-1.12,-0.12
71.469,0.8,-0.93,-0.93,0.2,-0.36,-0.96,-0.17
71.509,0.72,-0.87,-0.84,0.19,-0.3,-0.77,-0.2
71.548,0.62,-0.78,-0.74,0.13,-0.25,-0.56,-0.2
71.587,0.49,-0.71,-0.62,0.03,-0.2,-0.35,-0.13
71.626,0.34,-0.63,-0.43,-0.08,-0.12,-0.14,0.02
71.666,0.19,-0.55,-0.18,-0.19,0.03,0.06,0.26
71.705,0.03,-0.46,0.18,-0.29,0.24,0.25,0.54
71.744,-0.1,-0.34,0.61,-0.36,0.56,0.41,0.87
71.784,-0.22,-0.18,1.05,-0.41,0.93,0.5,1.24
71.823,-0.33,0.0,1.46,-0.45,1.34,0.49,1.61
71.862,-0.42,0.19,1.78,-0.46,1.75,0.4,1.88
71.902,-0.5,0.38,1.9,-0.47,2.04,0.21,1.94
71.941,-0.57,0.55,1.87,-0.5,2.13,-0.05,1.83
71.98,-0.64,0.73,1.69,-0.53,2.03,-0.34,1.56
72.02,-0.68,0.91,1.4,-0.56,1.7,-0.61,1.17
72.059,-0.73,1.09,1.14,-0.59,1.24,-0.84,0.73
72.098,-0.76,1.23,0.94,-0.6,0.73,-1.02,0.26
72.138,-0.77,1.28,0.78,-0.62,0.24,-1.14,-0.23
72.177,-0.79,1.28,0.63,-0.65,-0.22,-1.17,-0.64
72.216,-0.81,1.23,0.52,-0.7,-0.6,-1.15,-0.96
72.255,-0.84,1.17,0.45,-0.75,-0.81,-1.03,-1.14
72.295,-0.86,1.12,0.42,-0.8,-0.9,-0.84,-1.22
72.334,-0.87,1.05,0.38,-0.83,-0.9,-0.59,-1.23
72.373,-0.86,0.97,0.31,-0.84,-0.8,-0.27,-1.18
72.413,-0.81,0.88,0.22,-0.84,-0.63,0.06,-1.06
72.452,-0.77,0.73,0.13,-0.84,-0.41,0.4,-0.89
72.491,-0.71,0.61,0.04,-0.83,-0.16,0.67,-0.73
72.531,-0.64,0.51,-0.04,-0.8,0.05,0.85,-0.57
72.57,-0.56,0.43,-0.13,-0.71,0.2,0.9,-0.46
72.609,-0.47,0.38,-0.19,-0.56,0.26,0.84,-0.37
72.649,-0.36,0.32,-0.22,-0.33,0.23,0.75,-0.32
72.688,-0.24,0.24,-0.24,-0.05,0.15,0.71,-0.26
72.727,-0.11,0.16,-0.28,0.28,0.05,0.74,-0.22
72.767,0.02,0.05,-0.32,0.7,-0.07,0.85,-0.17
72.806,0.14,-0.06,-0.39,1.22,-0.19,1.0,-0.12
72.845,0.25,-0.17,-0.45,1.77,-0.28,1.13,-0.09
72.884,0.38,-0.29,-0.52,2.19,-0.36,1.23,-0.07
72.924,0.49,-0.41,-0.57,2.3,-0.42,1.27,-0.07
72.963,0.58,-0.54,-0.62,2.15,-0.48,1.25,-0.07
73.002,0.65,-0.66,-0.65,1.78,-0.53,1.18,-0.07
73.042,0.71,-0.76,-0.67,1.28,-0.57,1.05,-0.05
73.081,0.77,-0.84,-0.71,0.78,-0.61,0.84,-0.03
73.12,0.83,-0.89,-0.75,0.4,-0.63,0.55,0.0
73.16,0.9,-0.91,-0.79,0.16,-0.64,0.2,0.02
73.199,0.94,-0.93,-0.85,-0.05,-0.64,-0.18,0.02
73.238,0.99,-0.93,-0.93,-0.14,-0.64,-0.54,0.02
73.278,1.02,-0.95,-0.97,-0.12,-0.63,-0.85,-0.01
73.317,1.04,-0.96,-1.03,-0.06,-0.6,-1.08,-0.05
73.356,1.02,-0.99,-1.06,0.01,-0.56,-1.21,-0.07
73.396,0.97,-1.0,-1.05,0.07,-0.51,-1.22,-0.1
73.435,0.9,-0.99,-1.02,0.13,-0.44,-1.15,-0.12
73.474,0.82,-0.95,-0.95,0.19,-0.39,-1.02,-0.17
73.513,0.73,-0.89,-0.87,0.2,-0.33,-0.84,-0.2
73.553,0.64,-0.82,-0.77,0.14,-0.28,-0.64,-0.23
73.592,0.53,-0.73,-0.66,0.06,-0.22,-0.42,-0.17
73.631,0.39,-0.65,-0.51,-0.05,-0.16,-0.22,-0.03
73.671,0.24,-0.58,-0.28,-0.15,-0.04,-0.01,0.17
73.71,0.1,-0.49,0.03,-0.25,0.15,0.2,0.45
73.749,-0.05,-0.39,0.43,-0.34,0.43,0.36,0.78
73.789,-0.17,-0.25,0.88,-0.4,0.78,0.48,1.13
73.828,-0.29,-0.07,1.32,-0.43,1.19,0.53,1.51
73.867,-0.38,0.12,1.68,-0.46,1.61,0.45,1.83
73.907,-0.46,0.3,1.88,-0.47,1.96,0.28,1.95
73.946,-0.54,0.48,1.9,-0.49,2.13,0.03,1.89
73.985,-0.61,0.65,1.78,-0.53,2.09,-0.24,1.67
74.024,-0.67,0.83,1.53,-0.55,1.84,-0.53,1.3
74.064,-0.72,1.02,1.24,-0.58,1.42,-0.77,0.86
74.103,-0.76,1.18,1.02,-0.59,0.91,-0.97,0.4
74.142,-0.77,1.26,0.84,-0.61,0.42,-1.11,-0.1
74.182,-0.79,1.28,0.69,-0.63,-0.07,-1.17,-0.55
74.221,-0.81,1.24,0.55,-0.68,-0.48,-1.16,-0.87
74.26,-0.83,1.19,0.48,-0.74,-0.75,-1.08,-1.09
74.3,-0.85,1.14,0.44,-0.79,-0.88,-0.91,-1.2
74.339,-0.87,1.08,0.4,-0.82,-0.9,-0.67,-1.22
74.378,-0.86,1.02,0.33,-0.83,-0.85,-0.39,-1.18
74.418,-0.84,0.91,0.25,-0.84,-0.7,-0.07,-1.07
74.457,-0.78,0.78,0.17,-0.84,-0.49,0.28,-0.93
74.496,-0.72,0.65,0.09,-0.84,-0.25,0.59,-0.76
74.536,-0.66,0.53,-0.02,-0.82,-0.02,0.8,-0.61
74.575,-0.59,0.44,-0.1,-0.75,0.15,0.88,-0.49
74.614,-0.51,0.4,-0.17,-0.62,0.24,0.86,-0.41
74.653,-0.4,0.35,-0.21,-0.42,0.24,0.77,-0.35
74.693,-0.29,0.28,-0.24,-0.16,0.19,0.71,-0.3
74.732,-0.16,0.19,-0.26,0.15,0.08,0.72,-0.25
74.771,-0.03,0.1,-0.31,0.53,-0.04,0.81,-0.19
74.811,0.09,-0.01,-0.36,1.01,-0.15,0.94,-0.14
74.85,0.21,-0.12,-0.43,1.57,-0.25,1.09,-0.11
74.889,0.32,-0.24,-0.51,2.05,-0.34,1.21,-0.07
74.929,0.45,-0.36,-0.56,2.29,-0.4,1.25,-0.07
74.968,0.55,-0.49,-0.61,2.23,-0.47,1.25,-0.07
75.007,0.62,-0.61,-0.64,1.93,-0.51,1.22,-0.07
75.047,0.69,-0.72,-0.66,1.47,-0.56,1.11,-0.07
75.086,0.73,-0.82,-0.7,0.95,-0.6,0.93,-0.04
75.125,0.79,-0.88,-0.73,0.53,-0.62,0.68,-0.01
75.165,0.87,-0.91,-0.77,0.25,-0.63,0.34,0.02
75.204,0.92,-0.93,-0.83,0.02,-0.64,-0.04,0.03
75.243,0.98,-0.94,-0.89,-0.12,-0.65,-0.42,0.02
75.282,1.02,-0.95,-0.96,-0.13,-0.64,-0.76,0.01
75.322,1.03,-0.97,-1.02,-0.08,-0.62,-1.02,-0.03
75.361,1.04,-0.99,-1.04,-0.02,-0.57,-1.17,-0.05
75.4,0.99,-1.0,-1.06,0.04,-0.53,-1.23,-0.09
75.44,0.92,-0.99,-1.04,0.11,-0.47,-1.18,-0.11
75.479,0.84,-0.96,-0.98,0.18,-0.4,-1.06,-0.16
75.518,0.77,-0.91,-0.91,0.21,-0.34,-0.91,-0.2
75.558,0.69,-0.84,-0.81,0.18,-0.29,-0.72,-0.23
75.597,0.58,-0.76,-0.72,0.1,-0.25,-0.51,-0.2
75.636,0.44,-0.67,-0.57,0.0,-0.19,-0.29,-0.1
75.676,0.3,-0.6,-0.39,-0.11,-0.09,-0.09,0.08
75.715,0.15,-0.53,-0.1,-0.21,0.07,0.12,0.35
75.754,0.01,-0.43,0.25,-0.3,0.31,0.3,0.66
75.794,-0.13,-0.3,0.71,-0.38,0.65,0.45,1.02
75.833,-0.25,-0.14,1.15,-0.42,1.05,0.53,1.41
75.872,-0.34,0.04,1.55,-0.45,1.46,0.49,1.76
75.911,-0.44,0.23,1.82,-0.47,1.84,0.35,1.94
75.951,-0.52,0.41,1.9,-0.49,2.09,0.12,1.94
75.99,-0.59,0.58,1.85,-0.52,2.12,-0.14,1.76
76.029,-0.65,0.76,1.64,-0.55,1.96,-0.42,1.43
76.069,-0.72,0.95,1.34,-0.57,1.6,-0.68,1.0
76.108,-0.76,1.13,1.08,-0.59,1.11,-0.9,0.54
76.147,-0.78,1.24,0.91,-0.6,0.59,-1.06,0.07
76.187,-0.79,1.28,0.73,-0.62,0.12,-1.17,-0.41
76.226,-0.81,1.26,0.58,-0.66,-0.34,-1.18,-0.77
76.265,-0.83,1.21,0.5,-0.72,-0.67,-1.12,-1.02
76.305,-0.85,1.17,0.45,-0.77,-0.84,-0.98,-1.15
76.344,-0.87,1.12,0.42,-0.81,-0.91,-0.77,-1.21
76.383,-0.87,1.05,0.37,-0.83,-0.88,-0.49,-1.19
76.423,-0.85,0.95,0.29,-0.83,-0.76,-0.18,-1.12
76.462,-0.81,0.83,0.2,-0.84,-0.57,0.16,-0.97
76.501,-0.76,0.7,0.12,-0.84,-0.34,0.48,-0.81
76.54,-0.68,0.57,0.02,-0.83,-0.11,0.74,-0.65
76.58,-0.61,0.47,-0.08,-0.79,0.09,0.87,-0.52
76.619,-0.54,0.41,-0.15,-0.68,0.22,0.88,-0.43
76.658,-0.45,0.36,-0.2,-0.51,0.26,0.8,-0.37
76.698,-0.33,0.3,-0.23,-0.28,0.22,0.72,-0.32
76.737,-0.22,0.22,-0.26,0.01,0.12,0.69,-0.28
76.776,-0.09,0.13,-0.3,0.37,0.01,0.77,-0.22
76.816,0.03,0.04,-0.34,0.81,-0.11,0.9,-0.16
76.855,0.15,-0.07,-0.41,1.34,-0.21,1.05,-0.12
76.894,0.28,-0.18,-0.47,1.87,-0.3,1.17,-0.09
76.934,0.41,-0.31,-0.54,2.23,-0.37,1.24,-0.07
76.973,0.51,-0.45,-0.6,2.28,-0.43,1.25,-0.07
77.012,0.59,-0.57,-0.63,2.07,-0.49,1.24,-0.07
77.052,0.65,-0.7,-0.65,1.66,-0.54,1.16,-0.07
77.091,0.71,-0.79,-0.67,1.15,-0.58,1.02,-0.05
77.13,0.78,-0.87,-0.71,0.67,-0.61,0.79,-0.03
77.169,0.85,-0.9,-0.75,0.36,-0.63,0.47,0.01
77.209,0.91,-0.93,-0.79,0.11,-0.64,0.1,0.02
77.248,0.97,-0.93,-0.86,-0.08,-0.65,-0.29,0.03
77.287,1.0,-0.94,-0.93,-0.14,-0.65,-0.62,0.02
77.327,1.04,-0.96,-0.99,-0.11,-0.63,-0.92,-0.01
77.366,1.04,-0.97,-1.03,-0.05,-0.6,-1.12,-0.04
77.405,1.0,-1.0,-1.06,0.01,-0.55,-1.22,-0.07
77.445,0.94,-1.0,-1.05,0.08,-0.49,-1.21,-0.1
77.484,0.86,-0.97,-1.0,0.16,-0.43,-1.12,-0.14
77.523,0.79,-0.94,-0.93,0.2,-0.36,-0.97,-0.19
77.563,0.71,-0.87,-0.85,0.2,-0.3,-0.79,-0.24
77.602,0.62,-0.78,-0.76,0.13,-0.27,-0.6,-0.23
77.641,0.49,-0.7,-0.63,0.04,-0.22,-0.37,-0.16
77.681,0.36,-0.63,-0.47,-0.06,-0.14,-0.16,0.0
77.72,0.21,-0.55,-0.23,-0.17,-0.01,0.05,0.23
77.759,0.05,-0.47,0.1,-0.27,0.2,0.24,0.53
77.798,-0.08,-0.36,0.52,-0.35,0.51,0.41,0.87
77.838,-0.19,-0.2,0.98,-0.41,0.87,0.5,1.26
77.877,-0.31,-0.04,1.41,-0.45,1.28,0.5,1.64
77.916,-0.4,0.16,1.74,-0.47,1.69,0.42,1.9
77.956,-0.49,0.34,1.9,-0.49,2.01,0.23,1.96
77.995,-0.57,0.52,1.89,-0.51,2.12,-0.03,1.84
78.034,-0.64,0.69,1.72,-0.54,2.05,-0.32,1.57
78.074,-0.71,0.87,1.46,-0.57,1.76,-0.59,1.17
78.113,-0.74,1.05,1.16,-0.58,1.32,-0.84,0.73
78.152,-0.78,1.2,0.96,-0.59,0.8,-1.02,0.25
78.192,-0.79,1.26,0.8,-0.61,0.31,-1.14,-0.24
78.231,-0.81,1.28,0.64,-0.64,-0.16,-1.18,-0.65
78.27,-0.83,1.24,0.53,-0.7,-0.55,-1.15,-0.95
78.31,-0.85,1.19,0.48,-0.75,-0.78,-1.04,-1.12
78.349,-0.86,1.14,0.44,-0.79,-0.89,-0.85,-1.19
78.388,-0.87,1.08,0.4,-0.82,-0.9,-0.6,-1.2
78.427,-0.86,1.0,0.33,-0.83,-0.82,-0.3,-1.13
78.467,-0.83,0.88,0.24,-0.83,-0.67,0.04,-1.02
78.506,-0.78,0.75,0.16,-0.84,-0.44,0.37,-0.87
78.545,-0.72,0.61,0.06,-0.84,-0.2,0.66,-0.7
78.585,-0.65,0.51,-0.04,-0.81,0.02,0.84,-0.56
78.624,-0.58,0.42,-0.13,-0.72,0.17,0.88,-0.46
78.663,-0.49,0.37,-0.19,-0.58,0.24,0.83,-0.41
78.703,-0.38,0.32,-0.22,-0.36,0.23,0.73,-0.35
78.742,-0.25,0.26,-0.24,-0.1,0.16,0.69,-0.3
78.781,-0.13,0.17,-0.28,0.22,0.07,0.73,-0.24
78.821,-0.02,0.08,-0.32,0.62,-0.05,0.84,-0.17
78.86,0.1,-0.02,-0.37,1.13,-0.16,0.99,-0.13
78.899,0.22,-0.14,-0.45,1.68,-0.26,1.13,-0.09
78.938,0.36,-0.26,-0.52,2.12,-0.35,1.22,-0.07
78.978,0.46,-0.4,-0.57,2.3,-0.41,1.25,-0.07
79.017,0.55,-0.53,-0.62,2.18,-0.48,1.25,-0.07
79.056,0.63,-0.65,-0.64,1.85,-0.51,1.19,-0.07
79.096,0.69,-0.76,-0.67,1.36,-0.56,1.09,-0.06
79.135,0.75,-0.84,-0.68,0.85,-0.6,0.91,-0.04
79.174,0.82,-0.89,-0.73,0.46,-0.62,0.62,0.0
79.214,0.87,-0.93,-0.77,0.21,-0.64,0.27,0.02
79.253,0.94,-0.94,-0.84,-0.02,-0.65,-0.13,0.03
79.292,0.99,-0.94,-0.89,-0.13,-0.67,-0.49,0.02
79.332,1.02,-0.96,-0.97,-0.13,-0.64,-0.81,0.0
79.371,1.03,-0.97,-1.02,-0.07,-0.62,-1.05,-0.03
79.41,1.02,-0.99,-1.05,0.0,-0.57,-1.18,-0.05
79.45,0.97,-1.0,-1.06,0.06,-0.51,-1.22,-0.09
79.489,0.9,-0.99,-1.03,0.13,-0.44,-1.16,-0.12
79.528,0.82,-0.95,-0.96,0.19,-0.39,-1.04,-0.18
79.567,0.73,-0.89,-0.88,0.21,-0.32,-0.86,-0.23
79.607,0.65,-0.81,-0.79,0.17,-0.27,-0.67,-0.25
79.646,0.55,-0.73,-0.68,0.08,-0.22,-0.47,-0.2
79.685,0.41,-0.66,-0.55,-0.02,-0.16,-0.26,-0.07
79.725,0.26,-0.59,-0.33,-0.12,-0.06,-0.04,0.14
79.764,0.11,-0.51,-0.04,-0.23,0.12,0.16,0.41
79.803,-0.03,-0.41,0.35,-0.32,0.38,0.34,0.73
79.843,-0.16,-0.28,0.81,-0.39,0.73,0.48,1.11
79.882,-0.27,-0.11,1.26,-0.43,1.13,0.53,1.51
79.921,-0.37,0.07,1.64,-0.47,1.54,0.47,1.83
79.961,-0.45,0.26,1.87,-0.48,1.9,0.31,1.96
80.0,-0.54,0.43,1.9,-0.51,2.09,0.08,1.92
80.039,-0.61,0.61,1.8,-0.53,2.09,-0.18,1.69
80.079,-0.68,0.78,1.56,-0.56,1.9,-0.47,1.34
80.118,-0.73,0.99,1.26,-0.57,1.5,-0.73,0.91
80.157,-0.77,1.15,1.02,-0.58,1.01,-0.95,0.45
80.196,-0.79,1.26,0.86,-0.59,0.5,-1.1,-0.05
80.236,-0.8,1.28,0.7,-0.62,0.03,-1.17,-0.5
80.275,-0.83,1.25,0.58,-0.67,-0.41,-1.17,-0.83
80.314,-0.85,1.2,0.5,-0.72,-0.7,-1.09,-1.06
80.354,-0.86,1.15,0.46,-0.78,-0.85,-0.95,-1.16
80.393,-0.87,1.09,0.43,-0.81,-0.91,-0.73,-1.21
80.432,-0.87,1.03,0.35,-0.82,-0.87,-0.43,-1.16
80.472,-0.84,0.91,0.28,-0.83,-0.74,-0.11,-1.07
80.511,-0.79,0.78,0.19,-0.84,-0.54,0.24,-0.91
80.55,-0.73,0.65,0.09,-0.84,-0.29,0.56,-0.76
80.59,-0.67,0.53,-0.01,-0.83,-0.06,0.79,-0.62
80.629,-0.6,0.46,-0.11,-0.77,0.13,0.88,-0.5
80.668,-0.53,0.38,-0.17,-0.65,0.23,0.86,-0.42
80.708,-0.43,0.35,-0.21,-0.46,0.26,0.78,-0.37
80.747,-0.31,0.29,-0.24,-0.21,0.2,0.72,-0.32
80.786,-0.19,0.2,-0.26,0.09,0.12,0.72,-0.25
80.825,-0.06,0.12,-0.3,0.46,0.01,0.8,-0.2
80.865,0.05,0.01,-0.35,0.92,-0.12,0.93,-0.14
80.904,0.18,-0.08,-0.42,1.47,-0.22,1.07,-0.1
80.943,0.31,-0.22,-0.5,1.97,-0.32,1.19,-0.07
80.983,0.42,-0.35,-0.55,2.27,-0.39,1.24,-0.07
81.022,0.52,-0.48,-0.6,2.27,-0.46,1.25,-0.07
81.061,0.59,-0.6,-0.63,2.01,-0.5,1.22,-0.09
81.101,0.66,-0.72,-0.65,1.56,-0.55,1.13,-0.07
81.14,0.72,-0.82,-0.67,1.04,-0.58,0.98,-0.05
81.179,0.79,-0.88,-0.71,0.59,-0.61,0.74,-0.01
81.219,0.85,-0.91,-0.75,0.3,-0.63,0.41,0.02
81.258,0.92,-0.93,-0.81,0.05,-0.65,0.03,0.03
81.297,0.97,-0.94,-0.88,-0.11,-0.67,-0.35,0.04
81.337,1.0,-0.95,-0.94,-0.15,-0.65,-0.7,0.02
81.376,1.03,-0.97,-0.99,-0.1,-0.63,-0.97,-0.01
81.415,1.03,-0.99,-1.04,-0.03,-0.58,-1.15,-0.04
81.454,0.99,-1.01,-1.06,0.04,-0.54,-1.21,-0.07
81.494,0.93,-0.99,-1.05,0.11,-0.47,-1.18,-0.11
81.533,0.85,-0.96,-0.99,0.18,-0.4,-1.08,-0.16
81.572,0.77,-0.91,-0.93,0.22,-0.34,-0.93,-0.22
81.612,0.69,-0.84,-0.84,0.2,-0.29,-0.76,-0.24
81.651,0.58,-0.76,-0.74,0.13,-0.23,-0.55,-0.23
81.69,0.45,-0.69,-0.61,0.02,-0.19,-0.34,-0.13
81.73,0.31,-0.61,-0.43,-0.09,-0.11,-0.11,0.04
81.769,0.17,-0.54,-0.17,-0.19,0.03,0.09,0.29
81.808,0.02,-0.46,0.19,-0.29,0.27,0.28,0.61
81.848,-0.11,-0.34,0.62,-0.37,0.58,0.43,0.97
81.887,-0.23,-0.19,1.08,-0.42,0.97,0.52,1.35
81.926,-0.33,0.0,1.5,-0.46,1.38,0.5,1.73
81.966,-0.43,0.18,1.8,-0.48,1.75,0.39,1.93
82.005,-0.51,0.36,1.9,-0.5,2.03,0.18,1.95
82.044,-0.59,0.54,1.86,-0.52,2.11,-0.08,1.8
82.083,-0.66,0.72,1.67,-0.54,1.99,-0.36,1.49
82.123,-0.72,0.91,1.38,-0.56,1.68,-0.62,1.09
82.162,-0.76,1.11,1.11,-0.57,1.22,-0.85,0.64
82.201,-0.78,1.23,0.92,-0.58,0.72,-1.04,0.15
82.241,-0.79,1.28,0.76,-0.6,0.22,-1.15,-0.32
82.28,-0.81,1.28,0.61,-0.65,-0.25,-1.18,-0.71
82.319,-0.84,1.23,0.52,-0.7,-0.61,-1.14,-0.99
82.359,-0.87,1.18,0.48,-0.76,-0.81,-1.02,-1.14
82.398,-0.87,1.13,0.44,-0.8,-0.9,-0.81,-1.2
82.437,-0.87,1.06,0.38,-0.82,-0.89,-0.55,-1.19
82.477,-0.86,0.96,0.31,-0.83,-0.81,-0.24,-1.12
82.516,-0.81,0.84,0.21,-0.83,-0.62,0.1,-0.99
82.555,-0.76,0.7,0.12,-0.84,-0.4,0.45,-0.82
82.595,-0.7,0.57,0.02,-0.84,-0.15,0.72,-0.67
82.634,-0.63,0.47,-0.08,-0.8,0.07,0.87,-0.55
82.673,-0.57,0.41,-0.15,-0.71,0.2,0.88,-0.45
82.712,-0.46,0.36,-0.2,-0.54,0.26,0.81,-0.38
82.752,-0.36,0.31,-0.23,-0.31,0.23,0.74,-0.33
82.791,-0.24,0.24,-0.25,-0.04,0.16,0.71,-0.28
82.83,-0.12,0.16,-0.29,0.29,0.06,0.77,-0.22
82.87,0.01,0.06,-0.33,0.71,-0.06,0.88,-0.16
82.909,0.12,-0.05,-0.4,1.24,-0.18,1.03,-0.1
82.948,0.25,-0.16,-0.46,1.78,-0.28,1.15,-0.07
82.988,0.38,-0.3,-0.53,2.18,-0.36,1.22,-0.06
83.027,0.49,-0.43,-0.58,2.3,-0.43,1.25,-0.07
83.066,0.57,-0.57,-0.62,2.15,-0.49,1.23,-0.07
83.106,0.64,-0.69,-0.64,1.77,-0.54,1.18,-0.07
83.145,0.7,-0.79,-0.67,1.27,-0.57,1.05,-0.06
83.184,0.77,-0.85,-0.7,0.76,-0.6,0.86,-0.03
83.224,0.83,-0.91,-0.74,0.4,-0.63,0.55,0.0
83.263,0.89,-0.93,-0.78,0.16,-0.64,0.2,0.02
83.302,0.94,-0.93,-0.85,-0.06,-0.67,-0.21,0.03
83.341,0.98,-0.95,-0.92,-0.15,-0.65,-0.56,0.02
83.381,1.02,-0.96,-0.98,-0.13,-0.64,-0.86,0.0
83.42,1.03,-0.99,-1.03,-0.06,-0.6,-1.08,-0.03
83.459,1.02,-1.01,-1.06,0.01,-0.55,-1.19,-0.05
83.499,0.96,-1.01,-1.07,0.07,-0.48,-1.21,-0.07
83.538,0.87,-0.99,-1.03,0.15,-0.42,-1.14,-0.12
83.577,0.8,-0.94,-0.95,0.21,-0.36,-0.99,-0.18
83.617,0.72,-0.88,-0.87,0.22,-0.3,-0.83,-0.23
83.656,0.63,-0.81,-0.78,0.16,-0.26,-0.62,-0.23
83.695,0.51,-0.72,-0.67,0.07,-0.21,-0.42,-0.17
83.735,0.37,-0.65,-0.52,-0.04,-0.15,-0.21,-0.03
83.774,0.22,-0.58,-0.3,-0.15,-0.04,0.01,0.2
83.813,0.07,-0.49,0.03,-0.25,0.16,0.2,0.48
83.853,-0.06,-0.4,0.43,-0.34,0.44,0.37,0.83
83.892,-0.19,-0.25,0.88,-0.41,0.79,0.49,1.19
83.931,-0.3,-0.07,1.33,-0.45,1.2,0.52,1.58
83.97,-0.39,0.11,1.7,-0.47,1.6,0.45,1.87
84.01,-0.49,0.29,1.88,-0.49,1.94,0.28,1.96
84.049,-0.57,0.47,1.9,-0.51,2.1,0.04,1.88
84.088,-0.64,0.64,1.77,-0.54,2.06,-0.23,1.63
84.128,-0.7,0.83,1.5,-0.55,1.84,-0.51,1.25
84.167,-0.73,1.03,1.2,-0.56,1.43,-0.77,0.83
84.206,-0.77,1.19,0.99,-0.57,0.94,-0.97,0.35
84.246,-0.79,1.28,0.83,-0.59,0.43,-1.11,-0.13
84.285,-0.8,1.28,0.66,-0.62,-0.06,-1.17,-0.57
84.324,-0.84,1.24,0.55,-0.67,-0.47,-1.16,-0.89
84.364,-0.85,1.18,0.49,-0.73,-0.74,-1.08,-1.08
84.403,-0.87,1.14,0.45,-0.78,-0.88,-0.91,-1.18
84.442,-0.87,1.08,0.41,-0.81,-0.91,-0.68,-1.2
84.481,-0.86,1.01,0.33,-0.82,-0.85,-0.39,-1.15
84.521,-0.84,0.89,0.25,-0.83,-0.7,-0.03,-1.04
84.56,-0.78,0.76,0.17,-0.84,-0.5,0.31,-0.89
84.599,-0.72,0.61,0.07,-0.84,-0.26,0.62,-0.73
84.639,-0.66,0.52,-0.03,-0.83,-0.02,0.84,-0.58
84.678,-0.59,0.43,-0.12,-0.76,0.15,0.9,-0.49
84.717,-0.51,0.37,-0.19,-0.63,0.24,0.86,-0.42
84.757,-0.4,0.34,-0.22,-0.42,0.26,0.77,-0.36
